,index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,month,year,sales
2074,182681,8,6,330,1,0,0,0,1,2014,2811.1194
2075,145610,568,4,356,1,1,0,0,4,2013,4096.953
2076,664950,544,3,1546,1,0,0,0,1,2014,10735.893
2077,570037,673,3,620,1,0,0,1,12,2014,6031.397
2078,513348,152,2,573,1,0,0,1,10,2013,4978.0254
2079,135022,173,1,1257,1,1,0,0,6,2015,12390.687
2080,571250,889,3,410,1,1,0,0,4,2013,4696.0825
2081,571178,48,3,493,1,1,0,0,2,2013,5140.525
2082,19723,317,3,519,1,0,0,1,5,2013,4928.6123
2083,46995,700,7,0,0,0,0,0,6,2014,-66.21142
2084,665682,21,5,550,1,1,0,0,1,2015,5571.7847
2085,546248,790,3,839,1,1,0,0,6,2014,9044.505
2086,176891,275,5,586,1,0,0,1,8,2013,4995.972
2087,570230,1035,6,218,1,0,0,0,1,2015,1985.2902
2088,590400,657,6,765,1,0,0,0,2,2013,6829.4653
2089,659440,606,7,0,0,0,0,0,4,2014,-20.998262
2090,559204,919,3,688,1,0,0,0,10,2013,5249.4185
2091,103344,372,4,610,1,0,0,0,11,2013,6830.835
2092,525390,787,5,1109,1,0,0,1,4,2014,9317.421
2093,415743,531,7,0,0,0,0,0,6,2014,-156.04703
2094,114943,10,3,603,1,1,0,1,4,2014,6208.8354
2095,482263,11,6,863,1,0,0,0,11,2013,7118.9863
2096,487752,762,2,344,1,0,0,0,5,2015,3162.9614
2097,619203,941,7,0,0,0,0,0,4,2013,24.54205
2098,584768,1093,1,1098,1,1,0,0,3,2015,10877.22
2099,675743,970,7,0,0,0,0,0,12,2013,-94.956184
2100,246685,303,7,0,0,0,0,0,12,2014,4.3519487
2101,48139,148,1,1085,1,1,0,0,3,2014,11841.285
2102,618413,370,5,665,1,1,0,0,2,2015,8383.935
2103,270722,1102,7,0,0,0,0,0,12,2013,51.838665
2104,372277,243,1,1119,1,1,0,0,7,2015,10657.414
2105,331463,395,3,506,1,0,0,0,1,2014,4506.573
2106,676238,413,2,941,1,0,0,0,6,2015,7696.512
2107,205399,871,4,450,1,1,0,1,8,2013,4716.329
2108,699481,808,3,650,1,1,0,0,3,2014,8282.535
2109,527885,197,7,0,0,0,0,0,4,2015,-73.82856
2110,576586,967,1,1412,1,1,0,0,2,2013,13811.024
2111,516770,634,6,333,1,0,0,0,4,2015,3252.4893
2112,567337,590,6,433,1,0,0,0,10,2014,4296.5283
2113,689192,539,5,992,1,0,0,1,1,2015,9402.4795
2114,488911,143,7,0,0,0,0,0,5,2015,-34.45698
2115,90339,635,1,926,1,1,0,0,6,2015,10378.99
2116,73833,761,3,1028,1,1,0,1,6,2013,8801.229
2117,226099,445,1,1113,1,0,0,0,8,2014,7246.759
2118,480235,634,2,560,1,0,0,0,3,2015,5109.6763
2119,647748,1085,6,498,1,0,0,0,6,2014,4419.5215
2120,589865,513,2,2100,1,0,0,0,6,2014,17663.262
2121,157679,655,6,696,1,0,0,0,4,2014,6373.201
2122,597399,890,4,441,1,1,0,1,2,2015,5121.585
2123,534032,237,4,728,1,1,0,0,10,2014,6701.176
2124,441923,306,1,516,1,0,0,0,7,2015,4885.041
2125,521663,473,5,536,1,1,0,0,4,2013,5149.4683
2126,328444,163,5,0,0,1,2,1,3,2013,-86.76183
2127,424431,117,6,330,1,0,0,0,4,2013,3034.9805
2128,603058,976,6,471,1,0,0,0,6,2014,4242.273
2129,77171,996,2,795,1,1,0,0,6,2013,8574.255
2130,447646,294,4,877,1,0,0,0,2,2014,6557.0586
2131,383908,228,5,659,1,0,0,0,5,2015,7250.192
2132,364636,299,5,554,1,0,0,0,11,2014,5051.4106
2133,408106,904,3,448,1,1,0,1,2,2015,5328.275
2134,640783,851,5,494,1,0,0,1,1,2014,4793.0894
2135,309480,887,5,687,1,1,0,0,4,2013,6596.2324
2136,171429,593,4,1395,1,0,0,1,7,2015,10529.365
2137,674905,374,4,874,1,1,0,0,4,2013,8456.057
2138,104782,638,1,589,1,1,0,0,7,2013,7532.05
2139,693457,214,7,0,0,0,0,0,5,2013,49.75149
2140,320481,161,5,759,1,0,0,0,5,2014,7034.007
2141,261494,842,2,1114,1,0,0,1,6,2014,13786.56
2142,434169,568,7,0,0,0,0,1,4,2015,-23.250319
2143,495366,483,6,212,1,0,0,0,2,2014,1613.8551
2144,284631,867,1,747,1,0,0,1,12,2014,7799.5513
2145,707436,837,2,383,1,0,0,0,8,2013,2433.871
2146,600037,547,2,395,1,1,0,0,1,2014,5397.827
2147,8583,869,5,771,1,0,0,0,6,2014,6479.0146
2148,90696,289,1,541,1,0,0,0,12,2014,5931.629
2149,20097,617,2,695,1,1,0,0,1,2014,8331.584
2150,346065,821,6,789,1,0,0,0,10,2014,6785.646
2151,601083,431,3,785,1,0,0,0,3,2014,6962.2134
2152,214142,696,5,973,1,0,0,1,1,2013,8058.408
2153,184710,81,5,529,1,1,0,1,2,2015,6495.2397
2154,17329,1043,7,0,0,0,0,0,6,2014,-93.73015
2155,41695,275,6,847,1,0,0,0,5,2013,6077.3447
2156,108921,514,6,438,1,0,0,0,6,2013,4057.195
2157,103617,841,6,212,1,0,0,0,6,2013,1794.0132
2158,678821,607,5,454,1,0,0,0,10,2013,4051.417
2159,165307,495,7,0,0,0,0,0,3,2013,80.3755
2160,178415,364,4,531,1,0,0,0,11,2013,4648.8423
2161,40858,540,7,0,0,0,0,0,3,2014,-7.8316283
2162,407274,243,6,812,1,0,0,0,2,2014,6482.9136
2163,636856,833,7,0,0,0,0,0,12,2014,62.381374
2164,145403,139,6,323,1,0,0,0,4,2013,3653.068
2165,634920,103,6,0,0,0,0,0,6,2013,8.022023
2166,452185,892,1,730,1,0,0,0,3,2015,6812.531
2167,358585,578,3,656,1,1,0,0,3,2013,6363.7144
2168,129688,972,3,381,1,1,0,0,3,2014,3487.5369
2169,538601,520,7,0,0,0,0,0,4,2014,1.4297814
2170,682700,493,3,667,1,1,0,0,6,2013,7089.87
2171,504045,616,2,853,1,0,0,0,2,2013,7247.565
2172,269911,432,2,1549,1,0,0,0,6,2014,10020.723
2173,643279,656,3,347,1,1,0,1,10,2013,3248.205
2174,549145,420,4,405,1,1,0,0,5,2014,4196.047
2175,438181,320,1,2410,1,1,0,0,5,2013,18971.877
2176,367238,493,3,666,1,1,0,0,1,2013,7119.5537
2177,324059,862,6,1161,1,0,0,0,12,2014,9529.781
2178,244374,341,2,812,1,1,0,1,10,2013,8046.573
2179,687428,22,6,387,1,0,0,0,9,2013,3502.6404
2180,94059,928,2,552,1,0,0,1,6,2014,5199.1865
2181,102967,363,5,726,1,0,0,1,7,2013,5718.375
2182,645166,385,3,486,1,0,0,0,3,2013,4912.663
2183,43180,208,4,421,1,1,0,0,3,2013,3400.1504
2184,155138,975,6,495,1,0,0,0,10,2013,4338.1216
2185,446655,350,6,560,1,0,0,0,2,2013,6164.7495
2186,111681,270,1,0,0,0,2,1,4,2013,-57.52662
2187,89320,813,3,606,1,0,0,0,6,2014,4821.832
2188,676014,1020,5,939,1,0,0,1,8,2013,7534.9224
2189,452352,704,6,646,1,0,0,0,8,2013,5973.926
2190,289024,389,4,1172,1,0,0,0,9,2013,9065.354
2191,279845,196,4,839,1,1,0,0,5,2013,6833.349
2192,608818,162,3,527,1,1,0,1,1,2014,7575.2036
2193,212077,1068,2,251,1,0,0,0,7,2015,3548.8665
2194,311630,943,6,617,1,0,0,0,3,2013,6376.511
2195,173754,505,3,572,1,0,0,0,3,2013,4469.901
2196,339976,517,3,542,1,0,0,0,1,2014,5007.3354
2197,207633,842,7,0,0,0,0,0,5,2015,26.032179
2198,585977,794,5,498,1,1,0,1,8,2013,4497.2534
2199,172661,1026,6,923,1,0,0,0,6,2013,7034.154
2200,607081,463,3,887,1,0,0,0,2,2014,5517.062
2201,485987,319,4,730,1,0,0,1,6,2013,6692.706
2202,589664,374,4,781,1,0,0,0,3,2015,7432.436
2203,560157,620,5,771,1,1,0,0,9,2013,7130.5156
2204,149177,248,4,916,1,0,0,0,1,2014,6405.8823
2205,283672,509,2,726,1,1,0,1,3,2015,10015.701
2206,52264,1073,4,1088,1,1,0,1,4,2014,9283.966
2207,363699,215,5,490,1,1,0,0,3,2014,5535.6084
2208,301170,611,2,529,1,1,0,0,4,2014,6082.021
2209,186235,1074,2,375,1,0,0,0,1,2013,3415.8513
2210,581427,639,5,517,1,0,0,0,1,2014,5261.108
2211,488360,795,2,497,1,1,0,0,9,2014,4703.5605
2212,109179,949,7,0,0,0,0,0,3,2013,-61.5255
2213,78820,975,1,855,1,1,0,0,7,2013,9325.905
2214,27215,624,1,815,1,1,0,0,9,2014,9535.341
2215,602439,975,7,0,0,0,0,0,1,2015,-26.476957
2216,208117,276,7,0,0,0,0,0,1,2015,46.797684
2217,363228,924,5,436,1,1,0,0,2,2015,5220.1875
2218,196379,784,6,570,1,0,0,0,3,2015,5369.927
2219,415672,406,5,609,1,1,0,0,11,2014,6758.68
2220,485431,906,2,1091,1,0,0,0,6,2013,8557.345
2221,480071,266,2,588,1,1,0,0,9,2014,5434.9263
2222,270614,96,2,887,1,0,0,1,12,2014,8634.92
2223,532037,703,2,483,1,1,0,0,12,2013,6173.92
2224,193174,193,2,671,1,0,0,0,11,2013,5759.1885
2225,279029,497,6,887,1,0,0,1,8,2014,6820.201
2226,176312,143,5,704,1,0,0,0,5,2014,6953.666
2227,59078,756,6,2875,1,0,0,0,6,2015,19157.607
2228,614638,20,5,802,1,0,0,0,2,2014,7178.267
2229,123708,860,6,807,1,0,0,0,7,2015,6942.63
2230,110191,597,6,626,1,0,0,0,6,2015,5631.7207
2231,144965,243,3,1477,1,1,0,1,7,2013,12294.306
2232,432147,744,2,875,1,1,0,0,4,2014,8929.408
2233,120905,544,2,2522,1,1,0,0,3,2015,20203.389
2234,232290,712,3,600,1,1,0,1,8,2013,7226.063
2235,486630,548,7,0,0,0,0,0,2,2015,56.6076
2236,324182,494,3,972,1,0,0,0,11,2014,6915.8926
2237,72188,357,7,0,0,0,0,0,4,2014,67.148994
2238,501745,554,2,543,1,0,0,0,3,2014,3859.2715
2239,358050,1053,4,856,1,0,0,0,8,2013,6305.0425
2240,366607,98,1,0,0,0,2,1,4,2015,86.55348
2241,236158,675,1,473,1,0,0,0,6,2013,4678.838
2242,374428,604,3,549,1,1,0,0,5,2015,7624.3
2243,259454,1108,1,1115,1,0,0,1,12,2013,10360.619
2244,46449,944,7,0,0,0,0,0,9,2013,21.313437
2245,456049,56,1,476,1,0,0,0,5,2013,4745.093
2246,432610,358,6,1566,1,0,0,0,3,2013,13820.966
2247,494215,760,1,1215,1,1,0,0,11,2014,10081.44
2248,237346,973,7,0,0,0,0,0,10,2014,-6.9640393
2249,675556,741,1,835,1,0,0,0,6,2014,6469.505
2250,230017,1023,2,467,1,0,0,0,6,2014,4229.706
2251,273982,1061,4,502,1,1,0,1,8,2014,6720.122
2252,437833,990,5,618,1,0,0,1,8,2014,5248.1514
2253,217125,1072,1,0,0,0,2,1,4,2013,-137.33401
2254,275596,458,4,546,1,0,0,0,3,2014,5215.1304
2255,152489,10,7,0,0,0,0,0,1,2013,-9.584102
2256,367832,1035,6,232,1,0,0,0,3,2014,1937.561
2257,209010,391,7,0,0,0,0,0,10,2014,-113.36815
2258,552252,15,2,566,1,0,0,0,6,2015,5166.1445
2259,258069,757,4,0,0,1,1,0,5,2014,62.83242
2260,10135,912,6,854,1,0,0,0,3,2015,7730.5874
2261,133547,888,5,788,1,1,0,0,4,2014,8095.6953
2262,139091,671,4,597,1,0,0,0,6,2015,5648.1533
2263,247086,933,7,0,0,0,0,0,3,2013,-29.165947
2264,500538,63,4,627,1,1,0,0,1,2013,6731.089
2265,647786,789,7,0,0,0,0,0,6,2013,-37.50285
2266,401976,602,1,759,1,1,0,1,8,2013,8965.281
2267,504661,220,3,697,1,1,0,1,8,2013,6542.72
2268,209540,154,3,635,1,1,0,0,1,2013,7187.519
2269,300440,775,1,0,0,0,1,0,6,2014,19.796227
2270,187384,807,1,1294,1,1,0,0,12,2013,16815.568
2271,435322,576,3,721,1,0,0,0,3,2014,5774.9253
2272,413384,428,3,409,1,1,0,0,4,2013,5146.0684
2273,190256,150,4,745,1,1,0,0,2,2013,7618.647
2274,668289,95,7,0,0,0,0,0,6,2015,-2.0362947
2275,548109,162,2,604,1,1,0,1,8,2014,7958.8726
2276,676685,962,1,860,1,0,0,1,7,2014,6470.3164
2277,628110,427,4,541,1,0,0,1,8,2013,5587.111
2278,313412,776,7,0,0,0,0,0,6,2013,-23.441322
2279,47251,8,1,902,1,1,0,1,10,2014,9274.396
2280,321511,870,7,0,0,0,0,0,3,2015,11.386882
2281,302959,357,2,828,1,0,0,0,3,2015,6825.6396
2282,35890,227,7,0,0,0,0,0,9,2013,20.642702
2283,31491,943,6,554,1,0,0,0,1,2014,5636.0874
2284,32828,197,4,810,1,0,0,0,10,2013,5675.0835
2285,79966,860,2,701,1,0,0,0,6,2015,5707.2783
2286,434485,505,4,799,1,1,0,0,5,2013,6399.9688
2287,368874,291,4,861,1,0,0,0,7,2013,6433.451
2288,238526,866,5,522,1,1,0,0,3,2013,6342.755
2289,275955,1054,5,585,1,0,0,0,2,2015,5314.9033
2290,117323,56,2,427,1,0,0,0,7,2014,4849.9536
2291,493490,450,3,1011,1,1,0,0,7,2014,8695.544
2292,530298,1052,1,999,1,1,0,1,3,2013,9511.2705
2293,529382,998,5,650,1,1,0,0,9,2013,7214.0864
2294,453290,811,4,719,1,0,0,0,2,2013,5713.188
2295,283817,556,6,690,1,0,0,0,2,2014,5201.7217
2296,28170,536,7,0,0,0,0,0,4,2015,-25.84509
2297,5016,45,5,494,1,1,0,0,6,2013,5323.8604
2298,314303,526,2,1321,1,0,0,0,9,2014,8826.83
2299,227955,339,1,695,1,0,0,0,4,2015,5584.012
2300,428991,580,1,1638,1,1,0,0,11,2013,12477.877
2301,661401,838,2,700,1,0,0,1,8,2014,5224.1836
2302,243463,51,2,485,1,1,0,1,9,2013,7569.908
2303,95153,259,3,2614,1,1,0,0,7,2014,12104.54
2304,154338,291,7,0,0,0,0,0,1,2015,-34.751846
2305,554935,1063,2,453,1,0,0,0,9,2014,3582.269
2306,584221,266,5,437,1,1,0,0,3,2014,4302.5796
2307,619218,458,6,1000,1,0,0,0,5,2013,8511.12
2308,147926,91,5,899,1,0,0,0,5,2014,7705.9424
2309,624397,821,7,0,0,0,0,0,3,2014,51.47698
2310,325603,556,2,834,1,0,0,0,5,2015,6131.393
2311,376514,812,2,691,1,0,0,1,8,2014,5182.1704
2312,399782,407,1,0,0,0,2,1,4,2014,-27.904257
2313,242574,59,1,773,1,1,0,0,12,2014,9587.037
2314,185179,503,4,529,1,1,0,0,10,2014,6489.988
2315,574273,415,5,516,1,1,0,0,5,2014,6617.0303
2316,620042,712,5,607,1,0,0,0,5,2014,6215.375
2317,664478,534,2,616,1,1,0,0,1,2014,7985.4663
2318,19218,307,2,291,1,0,0,1,8,2013,2292.5352
2319,306760,503,3,441,1,1,0,0,10,2014,6108.4204
2320,512195,519,1,389,1,0,0,0,1,2014,3714.1587
2321,135377,972,1,335,1,0,0,0,4,2014,2633.3975
2322,541359,626,3,786,1,1,0,1,2,2014,8427.949
2323,617170,532,4,1122,1,0,0,0,8,2014,8865.788
2324,356956,1080,2,973,1,1,0,0,2,2014,8907.098
2325,437524,82,2,920,1,1,0,0,3,2015,10992.278
2326,602477,887,7,0,0,0,0,0,4,2014,62.725117
2327,631470,869,1,903,1,0,0,0,12,2013,7533.593
2328,340022,976,1,699,1,0,0,0,11,2014,5910.645
2329,160589,1049,1,749,1,1,0,0,7,2015,8361.483
2330,105509,461,5,385,1,0,0,1,4,2014,3685.3318
2331,609842,583,3,373,1,0,0,1,7,2014,3272.4792
2332,193529,779,7,0,0,0,0,0,12,2014,-3.6218624
2333,153418,99,4,483,1,0,0,1,10,2013,4752.414
2334,69185,185,1,714,1,1,0,0,5,2015,8556.612
2335,415827,977,4,404,1,0,0,0,2,2015,3451.706
2336,673006,535,4,899,1,0,0,0,9,2014,7517.2607
2337,604876,1019,6,794,1,0,0,0,6,2014,6956.119
2338,81124,420,1,558,1,1,0,1,3,2015,7274.018
2339,451877,162,7,0,0,0,0,0,12,2014,26.509924
2340,106535,51,5,516,1,1,0,0,2,2014,7103.2876
2341,39945,125,5,1344,1,0,0,0,1,2013,9737.406
2342,616134,1003,1,1125,1,1,0,0,10,2013,9043.389
2343,489931,424,2,818,1,1,0,0,5,2015,7379.87
2344,62969,717,6,361,1,0,0,0,7,2013,3729.0027
2345,463367,221,3,657,1,1,0,1,7,2013,6487.364
2346,131943,964,7,0,0,0,0,0,6,2013,-7.278914
2347,152923,605,3,397,1,0,0,0,2,2015,4884.082
2348,147269,689,2,777,1,1,0,0,9,2013,7997.48
2349,106641,344,3,1139,1,1,0,0,5,2014,9438.519
2350,696140,729,3,923,1,0,0,0,9,2014,7436.734
2351,164583,1055,6,1152,1,0,0,0,11,2014,9392.661
2352,15848,879,5,404,1,1,0,0,4,2015,4658.4326
2353,570872,743,2,365,1,0,0,0,6,2014,3303.1946
2354,250361,409,2,607,1,1,0,0,10,2014,6560.609
2355,263773,1002,4,755,1,1,0,1,2,2015,6493.484
2356,692732,321,3,416,1,0,0,1,2,2014,3922.3345
2357,570641,512,2,1581,1,1,0,0,6,2015,9950.444
2358,129762,642,3,542,1,0,0,0,9,2013,4261.7324
2359,707533,775,5,607,1,0,0,0,11,2013,5870.4473
2360,89631,351,5,549,1,1,0,1,7,2015,7141.046
2361,345913,455,4,395,1,1,0,0,10,2013,5154.6025
2362,223081,202,4,469,1,0,0,0,6,2015,5202.6504
2363,121819,326,3,354,1,1,0,0,5,2013,4124.602
2364,99525,579,7,0,0,0,0,0,8,2013,-8.070501
2365,646186,346,2,625,1,1,0,0,3,2013,7397.9287
2366,578547,124,1,443,1,0,0,1,7,2013,4216.418
2367,28133,96,5,561,1,1,0,0,9,2014,5806.933
2368,432478,120,6,642,1,0,0,0,2,2015,6042.001
2369,354407,489,6,308,1,0,0,0,3,2013,2843.627
2370,621721,568,1,376,1,0,0,0,2,2014,3745.4033
2371,115570,451,1,560,1,1,0,0,8,2013,6781.6914
2372,469779,771,1,0,0,0,1,0,5,2013,-67.735405
2373,596234,539,4,1070,1,1,0,0,1,2013,10201.366
2374,214650,295,4,681,1,1,0,0,6,2013,6512.9565
2375,379711,706,2,533,1,1,0,0,7,2013,6077.2935
2376,66500,249,6,538,1,0,0,0,12,2013,5760.0225
2377,142393,579,7,0,0,0,0,0,4,2015,-25.131563
2378,45970,808,4,676,1,1,0,1,7,2015,9055.211
2379,439910,159,1,1048,1,1,0,1,1,2015,11247.401
2380,215105,195,1,1728,1,0,0,1,12,2013,14250.597
2381,347601,1060,6,808,1,0,0,0,1,2015,6991.2764
2382,341846,624,3,791,1,0,0,0,10,2013,7373.2563
2383,72236,791,7,0,0,0,0,0,9,2013,-57.338833
2384,213076,28,1,791,1,1,0,1,8,2013,8183.7705
2385,413702,874,3,463,1,1,0,0,4,2013,4608.852
2386,183463,187,7,0,0,0,0,0,2,2015,-7.4001503
2387,503518,733,7,3033,1,0,0,0,2,2014,14561.868
2388,175401,1107,2,572,1,0,0,0,9,2013,4472.901
2389,696331,809,1,678,1,0,0,0,6,2013,6882.615
2390,696913,1081,2,886,1,1,0,1,2,2015,9071.789
2391,8907,605,6,536,1,0,0,0,2,2013,6223.444
2392,652881,51,6,535,1,0,0,0,11,2013,7160.9946
2393,57260,431,6,984,1,0,0,0,5,2014,9106.481
2394,101429,773,2,850,1,0,0,0,1,2013,5493.5107
2395,545657,371,7,0,0,0,0,0,1,2015,43.7032
2396,18645,528,3,848,1,0,0,0,2,2014,7500.1465
2397,355306,236,5,978,1,1,0,0,4,2015,9657.799
2398,510193,514,4,0,0,0,1,0,10,2013,-131.27434
2399,368487,408,1,535,1,1,0,1,8,2013,6325.706
2400,191975,373,6,338,1,0,0,0,4,2014,4148.427
2401,405119,21,3,352,1,0,0,0,6,2015,3411.692
2402,354822,605,5,656,1,1,0,1,8,2014,7632.558
2403,190765,938,4,948,1,1,0,0,6,2014,9388.672
2404,661690,709,7,0,0,0,0,0,2,2013,-38.80541
2405,211630,553,6,882,1,0,0,0,6,2015,7846.659
2406,222577,862,5,1213,1,1,0,0,2,2013,9059.86
2407,216269,125,7,0,0,0,0,0,9,2013,-17.631927
2408,566706,511,4,857,1,1,0,0,12,2013,8205.298
2409,213779,55,5,703,1,1,0,0,10,2014,7328.9517
2410,112573,521,6,378,1,0,0,0,10,2013,3731.5835
2411,30686,996,4,721,1,1,0,0,11,2014,7625.709
2412,146071,433,7,0,0,0,0,0,10,2014,-47.72572
2413,480171,973,6,646,1,0,0,0,4,2015,5847.83
2414,393846,945,5,539,1,1,0,1,7,2013,4915.3516
2415,199404,186,6,408,1,0,0,0,2,2014,4040.5095
2416,152203,540,3,356,1,1,0,0,7,2013,4822.174
2417,540545,14,2,585,1,0,0,0,1,2015,4766.2964
2418,549451,705,6,650,1,0,0,0,6,2014,6195.6377
2419,112850,991,4,646,1,1,0,0,2,2013,5777.347
2420,353628,649,2,483,1,1,0,0,3,2014,4945.889
2421,380195,713,5,1156,1,1,0,0,3,2015,9925.248
2422,81912,978,4,821,1,0,0,1,4,2013,6532.1387
2423,256864,1015,1,462,1,0,0,0,12,2013,5180.0903
2424,543375,1094,1,330,1,0,0,0,3,2014,3599.3535
2425,194148,378,4,855,1,0,0,0,3,2015,6045.7397
2426,269218,5,3,592,1,0,0,1,7,2014,4583.593
2427,188147,559,2,997,1,1,0,0,4,2014,8934.909
2428,142835,377,3,861,1,1,0,0,10,2013,6763.1226
2429,433261,885,1,901,1,1,0,0,5,2015,9396.947
2430,414318,251,4,2369,1,0,0,0,10,2014,17084.896
2431,679441,100,4,761,1,1,0,0,7,2015,8414.769
2432,450728,570,5,563,1,1,0,0,6,2015,5012.1206
2433,631542,809,3,968,1,1,0,0,12,2013,11640.683
2434,16976,693,7,0,0,0,0,0,3,2014,103.91904
2435,88182,923,6,480,1,0,0,0,1,2015,4721.354
2436,495952,230,2,1046,1,0,0,1,4,2015,8729.701
2437,81753,375,5,786,1,0,0,1,1,2013,7550.999
2438,5647,123,4,1028,1,0,0,0,12,2013,8366.894
2439,350465,267,6,1372,1,0,0,0,8,2013,9718.644
2440,52222,478,3,724,1,1,0,0,11,2014,6890.3706
2441,151916,796,5,638,1,0,0,1,1,2014,5690.511
2442,699464,1052,5,720,1,0,0,0,6,2013,5525.5713
2443,679269,364,4,877,1,1,0,0,5,2013,7248.4824
2444,179015,443,5,565,1,0,0,0,10,2013,4985.3794
2445,516362,101,4,661,1,0,0,0,5,2014,5372.1133
2446,496406,120,5,794,1,1,0,1,7,2015,8081.272
2447,63793,26,4,592,1,1,0,1,7,2015,7520.009
2448,266611,1098,3,779,1,1,0,1,2,2013,6116.9834
2449,137232,666,1,834,1,1,0,0,11,2014,8583.993
2450,13141,528,5,1166,1,1,0,1,7,2015,11515.823
2451,470870,623,3,1159,1,0,0,0,1,2014,7975.21
2452,337559,904,1,614,1,1,0,1,2,2015,6936.8774
2453,263205,419,3,1005,1,0,0,0,5,2013,8220.754
2454,212159,414,4,0,0,1,1,0,6,2015,104.16642
2455,693850,829,3,853,1,1,0,0,3,2013,6766.7305
2456,303503,289,3,503,1,1,0,0,10,2014,5750.623
2457,571934,207,2,894,1,0,0,0,2,2013,6625.173
2458,422651,784,6,780,1,0,0,0,5,2014,7152.1206
2459,353857,1031,3,317,1,0,0,0,2,2014,3139.4275
2460,81581,924,3,421,1,0,0,0,4,2014,4375.165
2461,371687,718,7,0,0,0,0,0,2,2015,20.72298
2462,336702,623,1,1043,1,1,0,0,6,2013,9208.45
2463,687973,271,4,1020,1,1,0,0,2,2014,8571.981
2464,119766,91,5,538,1,0,0,0,6,2013,4723.6562
2465,388807,879,5,374,1,1,0,0,5,2013,4335.644
2466,589770,311,2,782,1,0,0,0,7,2015,7323.0063
2467,594884,890,3,600,1,1,0,1,6,2015,7125.8516
2468,483116,534,5,484,1,1,0,0,7,2015,6850.9907
2469,177105,1006,7,0,0,0,0,0,8,2014,-2.8954277
2470,68259,1055,3,1065,1,1,0,0,6,2014,9206.054
2471,450887,431,7,0,0,0,0,0,9,2013,35.850964
2472,192905,173,5,962,1,1,0,1,8,2014,7911.044
2473,522531,131,7,0,0,0,0,0,11,2013,-3.4650636
2474,608771,1006,2,1109,1,1,0,0,12,2014,10167.852
2475,37879,400,2,1000,1,0,0,0,5,2014,6550.03
2476,513414,545,4,0,0,0,1,0,10,2013,94.57636
2477,558141,903,2,674,1,0,0,0,2,2014,6578.369
2478,155058,728,3,429,1,1,0,0,5,2014,4764.803
2479,547353,448,2,847,1,1,0,1,6,2015,9493.255
2480,124625,527,6,1166,1,0,0,0,2,2013,9501.864
2481,688571,875,5,496,1,0,0,0,3,2014,4792.627
2482,217493,584,6,505,1,0,0,0,12,2014,5129.381
2483,705636,987,7,0,0,0,0,0,1,2015,-35.080692
2484,182727,90,1,1739,1,0,0,1,12,2014,15280.304
2485,224372,379,2,458,1,0,0,1,8,2013,3318.716
2486,618257,289,2,581,1,1,0,0,2,2013,6937.3223
2487,218806,411,3,562,1,0,0,0,6,2014,6202.776
2488,121931,870,7,0,0,0,0,0,3,2014,-21.236473
2489,428827,24,4,910,1,1,0,0,7,2014,10247.345
2490,519608,784,7,0,0,0,0,0,3,2013,-3.283253
2491,353670,142,3,537,1,1,0,0,9,2013,5133.9106
2492,98788,1074,2,580,1,1,0,1,8,2014,6181.2065
2493,73537,464,6,1466,1,0,0,0,2,2014,10997.405
2494,247136,868,6,594,1,0,0,0,7,2014,6038.6953
2495,561020,248,6,938,1,0,0,0,7,2015,7466.219
2496,515328,506,4,800,1,0,0,0,2,2013,6863.5576
2497,312860,1110,3,509,1,1,0,1,7,2015,6304.8906
2498,95043,300,5,780,1,0,0,0,3,2013,6270.155
2499,8910,444,6,2203,1,0,0,0,11,2013,18340.664
2500,57322,539,1,1218,1,1,0,0,1,2015,12865.248
2501,243960,768,2,1424,1,1,0,0,3,2013,13370.746
2502,448470,1084,1,840,1,1,0,0,11,2014,8721.234
2503,481199,963,4,1199,1,1,0,1,2,2013,11577.943
2504,621720,916,4,888,1,1,0,1,4,2014,7954.3604
2505,181420,238,4,1130,1,1,0,0,5,2015,8533.196
2506,605867,449,5,1375,1,1,0,1,10,2013,10171.432
2507,163624,590,4,399,1,1,0,0,3,2015,4757.3394
2508,583612,33,5,749,1,0,0,0,9,2014,7486.276
2509,397595,813,3,587,1,0,0,0,7,2014,4686.3984
2510,20698,55,2,700,1,1,0,0,9,2014,7489.3496
2511,643771,147,5,920,1,1,0,0,1,2015,9038.453
2512,512776,949,3,590,1,1,0,0,12,2013,6471.2837
2513,374926,640,1,696,1,0,0,1,10,2014,7670.0903
2514,709302,614,6,796,1,0,0,0,8,2013,4891.1025
2515,24214,960,2,596,1,1,0,0,2,2014,6089.2036
2516,258415,1088,1,731,1,1,0,0,11,2014,8813.668
2517,411111,591,5,600,1,0,0,0,6,2013,5267.0547
2518,189880,999,2,822,1,1,0,0,4,2013,10178.586
2519,270966,296,5,707,1,0,0,0,3,2013,6052.092
2520,243251,848,1,688,1,0,0,0,2,2014,5330.091
2521,374249,226,1,533,1,0,0,0,6,2015,5853.862
2522,220599,422,5,469,1,1,0,1,4,2015,5152.589
2523,100728,1049,4,644,1,1,0,1,8,2013,5570.7812
2524,322649,101,3,711,1,0,0,0,2,2014,5525.3516
2525,545402,442,2,522,1,1,0,0,12,2013,6293.418
2526,252872,477,4,494,1,1,0,1,3,2014,6322.1104
2527,272528,433,5,666,1,1,0,0,6,2015,6755.939
